iter	Logloss
542	0.2683769057
543	0.2683105614
544	0.2682087417
545	0.2681204054
546	0.2679658072
547	0.2679121302
548	0.2678443449
549	0.2677723694
550	0.2676361181
551	0.2675446647
552	0.2674572487
553	0.2673649403
554	0.2673178851
555	0.2672415621
556	0.2670938934
557	0.2669427175
558	0.2668547155
559	0.2667437962
560	0.2666544669
561	0.2665446448
562	0.2664298091
563	0.2663454256
564	0.2662425111
565	0.266158159
566	0.2660551307
567	0.2659599498
568	0.2658332873
569	0.2657498169
570	0.265670292
571	0.2655716015
572	0.2654665532
573	0.2653591217
574	0.2652328225
575	0.2650913687
576	0.2650218104
577	0.2649008203
578	0.2648283701
579	0.2647507198
580	0.2646280852
581	0.2645335364
582	0.2644531686
583	0.264295509
584	0.2642093089
585	0.2641536604
586	0.2640962171
587	0.2639925372
588	0.2638061863
589	0.2637205675
590	0.2636534119
591	0.2635438489
592	0.2634770033
593	0.2633597068
594	0.2632951331
595	0.2632289535
596	0.2631274172
597	0.2630264306
598	0.2629330226
599	0.2628273034
600	0.2627602302
601	0.2626720659
602	0.2626348223
603	0.2625189887
604	0.2624502854
605	0.262345799
606	0.2622177172
607	0.2620963881
608	0.262038642
609	0.2619068085
610	0.2618354022
611	0.2616987319
612	0.2616051398
613	0.2614535692
614	0.2614150953
615	0.2613515557
616	0.2612216962
617	0.2611399841
618	0.2610573324
619	0.2609456937
620	0.2608559672
621	0.2607359847
622	0.2606184048
623	0.260559954
624	0.2604505993
625	0.2604073685
626	0.2603741552
627	0.2603073144
628	0.2601946077
629	0.2601473587
630	0.2600694493
631	0.2599819777
632	0.2599353948
633	0.2598861089
634	0.2597773428
635	0.259704149
636	0.2595963154
637	0.2595111011
638	0.2594508967
639	0.2593957859
640	0.2593043324
641	0.2592149934
642	0.259093221
643	0.2590621149
644	0.2589869448
645	0.2588765365
646	0.2588075595
647	0.2587061249
648	0.2586017185
649	0.2584947786
650	0.2584476047
651	0.2583816359
652	0.258302094
653	0.25825135
654	0.2581566438
655	0.2581167336
656	0.258024028
657	0.257954632
658	0.2578802175
659	0.2578375293
660	0.2577980671
661	0.2577372015
662	0.2576410881
663	0.2575410728
664	0.2574666196
665	0.2573870414
666	0.257303726
667	0.2572378903
668	0.2571507505
669	0.2570895701
670	0.2570263357
671	0.2569293988
672	0.256804347
673	0.2567467971
674	0.2566825842
675	0.2566160462
676	0.2565719532
677	0.2564924186
678	0.256365027
679	0.2562809971
680	0.2562341963
681	0.2561832149
682	0.2561319987
683	0.2560421826
684	0.2559377059
685	0.2558783395
686	0.2558270433
687	0.2557900759
688	0.2557304649
689	0.2556622436
690	0.2555691577
691	0.255509629
692	0.2554221671
693	0.2553486609
694	0.2552973018
695	0.2552357701
696	0.2551896643
697	0.2551437087
698	0.2550820899
699	0.2550115143
700	0.2548979478
701	0.2548052615
702	0.2547250124
703	0.2546540929
704	0.2545970081
705	0.2545571778
706	0.2544978284
707	0.2544583057
708	0.2543956769
709	0.254343935
710	0.2542537096
711	0.2542096747
712	0.2541038174
713	0.2540175956
714	0.2539290752
715	0.2538727509
716	0.2537751286
717	0.2537233698
718	0.2536426266
719	0.2535703265
720	0.2534903996
721	0.25338811
722	0.2532935273
723	0.2532384237
724	0.2531578185
725	0.2530813623
726	0.2529806809
727	0.2528767468
728	0.2528387839
729	0.252809332
730	0.2527817523
731	0.2527382478
732	0.2526579478
733	0.2525896611
734	0.252521728
735	0.252467988
736	0.2524159459
737	0.2523190865
738	0.2522830951
739	0.2522071741
740	0.252172573
741	0.2520769125
742	0.2520216975
743	0.2519238523
744	0.2518506804
745	0.2517786662
746	0.2516758244
747	0.2515776546
748	0.251545214
749	0.2515022593
750	0.2513875156
751	0.2512965078
752	0.2512185281
753	0.2511659023
754	0.2510570659
755	0.2509944056
756	0.2508908444
757	0.2508455379
758	0.2507620772
759	0.250732107
760	0.2506637379
761	0.2505908106
762	0.2505433703
763	0.2504569717
764	0.2504310099
765	0.2503142826
766	0.2502295697
767	0.250123446
768	0.250082395
769	0.2500067187
770	0.2499280851
771	0.2498839848
772	0.2498117405
773	0.2497431849
774	0.2496406458
775	0.2495800103
776	0.2494868348
777	0.2493874783
778	0.2492838178
779	0.2491978915
780	0.2491372802
781	0.2490576729
782	0.24899944
783	0.2488990057
784	0.2488132998
785	0.2487302919
786	0.2486807614
787	0.2485769944
788	0.2485049172
789	0.2484107656
790	0.2483242701
791	0.248239763
792	0.2482046363
793	0.2481661527
794	0.2481089444
795	0.2480146281
796	0.247957955
797	0.2478768025
798	0.2477739873
799	0.2476841978
800	0.247635762
801	0.2475470625
802	0.247498772
803	0.2474191478
804	0.247378293
805	0.247311629
806	0.2472339182
807	0.2471741619
808	0.247063153
809	0.2469781228
810	0.2468918331
811	0.2468107072
812	0.2467461528
813	0.2466662573
814	0.2466177005
815	0.2465513635
816	0.2464923653
817	0.2464400979
818	0.2463634818
819	0.2463230436
820	0.2462327164
821	0.2461843242
822	0.2461091444
823	0.2460263594
824	0.2459849306
825	0.245900828
826	0.2458523366
827	0.2457752167
828	0.2457133048
829	0.2456754485
830	0.2456096322
831	0.2455181521
832	0.2454860675
833	0.2454323687
834	0.2453648158
835	0.2452877929
836	0.2452111962
837	0.2451526484
838	0.2450478157
839	0.2449460105
840	0.2449097794
841	0.2448428635
842	0.2448128861
843	0.2447498237
844	0.2446786426
845	0.2446028452
846	0.2445205858
847	0.2444601053
848	0.244416298
849	0.244360974
850	0.2442660062
851	0.2442055838
852	0.2441140384
853	0.2440939937
854	0.2440453084
855	0.2439949278
856	0.243923955
857	0.2438506257
858	0.2437761482
859	0.2436876521
860	0.2436205498
861	0.243548458
862	0.2434816367
863	0.2434291077
864	0.2433714973
865	0.2433116174
866	0.2432661099
867	0.2431933957
868	0.2431360009
869	0.2430618238
870	0.2429755268
871	0.2428995453
872	0.2428092206
873	0.2427478899
874	0.242715023
875	0.2426461477
876	0.2426087346
877	0.2425664484
878	0.2425365557
879	0.2424958995
880	0.2424399167
881	0.2423800126
882	0.2423176187
883	0.2422350977
884	0.2421111189
885	0.2420677088
886	0.2420058332
887	0.2419473485
888	0.2418535311
889	0.2417706299
890	0.2417371913
891	0.2416751559
892	0.2416148958
893	0.2415830049
894	0.2415424141
895	0.2414430334
896	0.2413967242
897	0.241372453
898	0.2413344562
899	0.2412787083
900	0.2412140571
901	0.2411291916
902	0.2410615927
903	0.241023935
904	0.2409856887
905	0.2409069824
906	0.2408284215
907	0.2407777259
908	0.2407174634
909	0.2406888374
910	0.2406070721
911	0.2405561175
912	0.2404683697
913	0.2404420253
914	0.240385827
915	0.2403422498
916	0.2402662344
917	0.2401955135
918	0.2401393854
919	0.2400403946
920	0.2399753776
921	0.2399211314
922	0.239864502
923	0.239820903
924	0.2397721209
925	0.2397312346
926	0.2396652851
927	0.2396231442
928	0.2395413135
929	0.2395013888
930	0.239398019
931	0.2393418521
932	0.2393085661
933	0.2392913043
934	0.2392171466
935	0.2391735985
936	0.2391138252
937	0.2390444147
938	0.2389893038
939	0.2389269462
940	0.2388562569
941	0.2387974573
942	0.2387586733
943	0.2387033372
944	0.2386767094
945	0.2385834685
946	0.2385461765
947	0.2384599159
948	0.2384078544
949	0.2383529857
950	0.2383164421
951	0.2382421197
952	0.2381964305
953	0.2381646026
954	0.2380823045
955	0.2380403379
956	0.2379703171
957	0.2379145038
958	0.2378582231
959	0.2378088427
960	0.2377497622
961	0.2376877364
962	0.2376376415
963	0.2375945246
964	0.2375407507
965	0.2374668908
966	0.2373908512
967	0.237342413
968	0.2372670661
969	0.2372017876
970	0.2371453567
971	0.2370805577
972	0.2370223611
973	0.2369317167
974	0.2368928722
975	0.2368560234
976	0.2368009246
977	0.2367456418
978	0.2366622295
979	0.2365702892
980	0.2365470789
981	0.2365113976
982	0.2364864919
983	0.2364514935
984	0.2364115978
985	0.2363522872
986	0.2362862166
987	0.2362257918
988	0.2361806694
989	0.2361140224
990	0.2360675436
991	0.2359897771
992	0.2359217859
993	0.2358523971
994	0.235824258
995	0.2357869708
996	0.2357620481
997	0.2357315863
998	0.2356569296
999	0.2356369382
