iter	Passed	Remaining
301	108435	250622
302	108792	250259
303	109151	249899
304	109511	249543
305	109876	249197
306	110228	248823
307	110587	248462
308	110944	248100
309	111305	247744
310	111672	247402
311	112034	247050
312	112387	246677
313	112742	246309
314	113100	245948
315	113459	245590
316	113812	245218
317	114171	244858
318	114527	244493
319	114883	244128
320	115237	243757
321	115591	243388
322	115948	243025
323	116304	242659
324	116664	242302
325	117023	241944
326	117377	241574
327	117726	241196
328	118083	240833
329	118438	240466
330	118801	240115
331	119151	239737
332	119544	239447
333	119910	239103
334	120267	238739
335	120622	238373
336	120978	238008
337	121333	237641
338	121694	237286
339	122049	236919
340	122406	236556
341	122758	236185
342	123124	235839
343	123478	235470
344	123832	235102
345	124186	234734
346	124541	234367
347	124901	234010
348	125262	233655
349	125625	233304
350	125982	232941
351	126335	232571
352	126696	232216
353	127050	231849
354	127408	231488
355	127763	231122
356	128120	230760
357	128474	230392
358	128827	230023
359	129193	229677
360	129553	229319
361	129901	228941
362	130254	228573
363	130609	228207
364	130976	227863
365	131330	227496
366	131686	227132
367	132035	226756
368	132389	226389
369	132747	226029
370	133102	225663
371	133455	225295
372	133810	224930
373	134159	224556
374	134513	224189
375	134871	223829
376	135235	223478
377	135584	223104
378	135938	222737
379	136293	222374
380	136647	222006
381	137007	221651
382	137360	221282
383	137722	220929
384	138075	220562
385	138433	220202
386	138793	219846
387	139150	219484
388	139506	219121
389	139866	218765
390	140220	218399
391	140576	218036
392	140937	217682
393	141290	217315
394	141645	216950
395	142002	216590
396	142357	216225
397	142718	215870
398	143075	215508
399	143424	215137
400	143780	214774
401	144139	214416
402	144498	214058
403	144852	213692
404	145210	213333
405	145564	212968
406	145926	212615
407	146279	212248
408	146640	211893
409	147000	211537
410	147359	211179
411	147708	210807
412	148062	210442
413	148418	210079
414	148773	209716
415	149128	209352
416	149478	208983
417	149829	208614
418	150187	208254
419	150540	207889
420	150919	207559
421	151275	207197
422	151631	206835
423	151989	206476
424	152343	206111
425	152703	205754
426	153066	205403
427	153432	205054
428	153791	204697
429	154144	204330
430	154501	203970
431	154851	203601
432	155210	203243
433	155561	202875
434	155923	202521
435	156272	202150
436	156626	201786
437	156977	201418
438	157331	201054
439	157682	200687
440	158037	200323
441	158392	199961
442	158745	199597
443	159109	199245
444	159461	198878
445	159815	198515
446	160172	198155
447	160534	197801
448	160887	197436
449	161236	197066
450	161601	196716
451	161958	196356
452	162312	195992
453	162677	195642
454	163029	195277
455	163383	194913
456	163740	194554
457	164095	194191
458	164453	193833
459	164816	193479
460	165168	193114
461	165524	192753
462	165881	192393
463	166235	192030
464	166588	191665
465	166940	191300
466	167293	190937
467	167646	190572
468	168013	190223
469	168365	189859
470	168715	189491
471	169073	189132
472	169432	188775
473	169785	188412
474	170150	188061
475	170508	187702
476	170862	187340
477	171217	186978
478	171572	186616
479	171926	186253
480	172281	185892
481	172636	185530
482	172986	185163
483	173340	184800
484	173694	184438
485	174048	184076
486	174442	183755
487	174813	183410
488	175176	183057
489	175534	182698
490	175892	182340
491	176249	181981
492	176601	181617
493	176953	181252
494	177310	180892
495	177667	180532
496	178017	180166
497	178371	179804
498	178724	179441
499	179084	179084
500	179443	178726
501	179792	178360
502	180155	178006
503	180510	177645
504	180860	177279
505	181217	176920
506	181567	176553
507	181933	176203
508	182286	175840
509	182645	175482
510	183002	175123
511	183354	174759
512	183710	174399
513	184062	174035
514	184419	173676
515	184778	173319
516	185137	172962
517	185490	172598
518	185846	172239
519	186202	171879
520	186556	171517
521	186912	171157
522	187266	170795
523	187621	170434
524	187974	170072
525	188330	169712
526	188688	169354
527	189047	168997
528	189400	168634
529	189754	168272
530	190114	167916
531	190471	167558
532	190833	167203
533	191188	166842
534	191546	166484
535	191901	166123
536	192263	165769
537	192614	165405
538	192970	165045
539	193324	164683
540	193682	164325
541	194035	163963
542	194390	163603
543	194742	163239
544	195100	162882
545	195453	162519
546	195805	162156
547	196156	161793
548	196510	161432
549	196865	161071
550	197228	160717
551	197580	160355
552	197940	159999
553	198291	159635
554	198647	159275
555	199001	158915
556	199359	158557
557	199713	158195
558	200072	157838
559	200422	157474
560	200799	157132
561	201162	156778
562	201516	156416
563	201866	156052
564	202227	155697
565	202582	155336
566	202935	154975
567	203295	154619
568	203647	154256
569	204001	153896
570	204360	153538
571	204713	153177
572	205069	152817
573	205422	152456
574	205781	152099
575	206141	151742
576	206496	151383
577	206849	151021
578	207204	150661
579	207557	150299
580	207908	149937
581	208266	149579
582	208624	149222
583	208983	148864
584	209342	148507
585	209704	148153
586	210062	147795
587	210411	147431
588	210785	147084
589	211146	146728
590	211496	146365
591	211854	146007
592	212210	145648
593	212567	145290
594	212928	144934
595	213284	144575
596	213635	144212
597	213996	143856
598	214345	143493
599	214696	143131
600	215051	142771
601	215402	142409
602	215763	142053
603	216115	141691
604	216467	141329
605	216824	140971
606	217185	140616
607	217540	140256
608	218008	139969
609	218373	139616
610	218732	139258
611	219094	138903
612	219452	138545
613	219807	138185
614	220161	137824
615	220514	137463
616	220868	137103
617	221232	136748
618	221587	136389
619	221948	136032
620	222299	135670
621	222650	135308
622	223005	134948
623	223360	134589
624	223714	134228
625	224075	133872
626	224427	133511
627	224791	133156
628	225145	132796
629	225500	132436
630	225858	132078
631	226215	131720
632	226577	131364
633	226929	131003
634	227291	130647
635	227647	130288
636	228002	129928
637	228355	129568
638	228711	129209
639	229068	128851
640	229468	128516
641	229824	128157
642	230184	127800
643	230549	127446
644	230905	127087
645	231266	126730
646	231626	126374
647	231988	126018
648	232338	125656
649	232708	125304
650	233063	124944
651	233426	124589
652	233777	124227
653	234136	123870
654	234496	123513
655	234850	123153
656	235210	122796
657	235569	122438
658	235925	122079
659	236287	121723
660	236655	121371
661	237012	121012
662	237371	120654
663	237727	120295
664	238078	119934
665	238448	119582
666	238807	119224
667	239163	118865
668	239531	118512
669	239893	118156
670	240251	117798
671	240613	117442
672	240965	117081
673	241325	116723
674	241676	116362
675	242024	115999
676	242377	115639
677	242728	115277
678	243085	114919
679	243440	114560
680	243799	114202
681	244155	113843
682	244512	113485
683	244868	113126
684	245225	112768
685	245586	112411
686	245946	112054
687	246305	111696
688	246664	111338
689	247024	110981
690	247379	110622
691	247731	110262
692	248087	109902
693	248447	109545
694	248802	109186
695	249156	108826
696	249507	108465
697	249861	108106
698	250213	107745
699	250566	107385
700	250924	107027
701	251281	106669
702	251638	106310
703	251996	105953
704	252347	105592
705	252709	105236
706	253064	104876
707	253418	104517
708	253773	104158
709	254132	103800
710	254484	103440
711	254839	103081
712	255199	102723
713	255554	102365
714	255921	102010
715	256280	101653
716	256645	101298
717	257011	100943
718	257379	100589
719	257745	100234
720	258100	99875
721	258458	99517
722	258811	99157
723	259169	98799
724	259531	98443
725	259898	98088
726	260251	97728
727	260610	97370
728	260968	97012
729	261326	96654
730	261679	96295
731	262038	95937
732	262390	95577
733	262751	95220
734	263101	94859
735	263463	94503
736	263817	94143
737	264172	93784
738	264527	93425
739	264883	93067
740	265253	92713
741	265605	92353
742	265996	92006
743	266358	91650
744	266715	91291
745	267071	90933
746	267426	90574
747	267780	90214
748	268140	89857
749	268495	89498
750	268849	89139
751	269204	88780
752	269561	88422
753	269911	88061
754	270268	87703
755	270631	87346
756	270989	86988
757	271344	86629
758	271705	86272
759	272057	85913
760	272412	85553
761	272773	85197
762	273143	84842
763	273497	84483
764	273847	84123
765	274205	83764
766	274565	83407
767	274917	83048
768	275271	82688
769	275628	82330
770	275983	81971
771	276339	81613
772	276697	81255
773	277055	80897
774	277413	80539
775	277763	80179
776	278116	79819
777	278470	79460
778	278824	79101
779	279175	78741
780	279544	78387
781	279907	78030
782	280260	77671
783	280617	77312
784	280968	76953
785	281325	76595
786	281676	76235
787	282025	75875
788	282379	75516
789	282735	75157
790	283091	74799
791	283446	74440
792	283801	74081
793	284154	73722
794	284509	73364
795	284867	73006
796	285223	72647
797	285579	72289
798	285939	71932
799	286300	71575
800	286659	71217
801	287015	70859
802	287369	70500
803	287725	70142
804	288079	69783
805	288435	69424
806	288788	69065
807	289142	68707
808	289503	68350
809	289857	67991
810	290209	67631
811	290565	67273
812	290923	66916
813	291280	66557
814	291639	66200
815	291993	65841
816	292347	65482
817	292707	65125
818	293060	64766
819	293422	64409
820	293773	64050
821	294126	63691
822	294480	63332
823	294834	62974
824	295194	62617
825	295547	62258
826	295906	61900
827	296263	61542
828	296620	61184
829	296974	60826
830	297331	60468
831	297687	60110
832	298043	59751
833	298396	59393
834	298755	59035
835	299119	58678
836	299476	58321
837	299829	57962
838	300184	57603
839	300537	57245
840	300894	56887
841	301244	56528
842	301610	56171
843	301962	55812
844	302313	55454
845	302666	55095
846	303027	54738
847	303385	54380
848	303742	54022
849	304097	53664
850	304451	53305
851	304807	52947
852	305162	52589
853	305520	52231
854	305874	51873
855	306228	51515
856	306585	51157
857	306939	50798
858	307300	50441
859	307662	50084
860	308021	49726
861	308373	49368
862	308733	49010
863	309085	48652
864	309446	48295
865	309802	47937
866	310159	47579
867	310514	47221
868	310868	46862
869	311222	46504
870	311582	46147
871	311936	45788
872	312288	45430
873	312651	45073
874	313002	44714
875	313357	44356
876	313711	43998
877	314070	43640
878	314433	43283
879	314786	42925
880	315146	42567
881	315499	42209
882	315855	41851
883	316208	41493
884	316564	41135
885	316921	40777
886	317281	40420
887	317633	40061
888	317991	39704
889	318351	39346
890	318715	38989
891	319066	38631
892	319430	38274
893	319784	37916
894	320135	37557
895	320489	37199
896	320854	36842
897	321213	36485
898	321598	36130
899	321967	35774
900	322321	35416
901	322681	35058
902	323034	34700
903	323384	34341
904	323747	33984
905	324100	33626
906	324465	33269
907	324814	32910
908	325170	32552
909	325524	32194
910	325879	31836
911	326234	31478
912	326589	31120
913	326950	30763
914	327309	30405
915	327663	30047
916	328023	29690
917	328377	29332
918	328729	28973
919	329083	28615
920	329439	28258
921	329792	27900
922	330150	27542
923	330519	27185
924	330877	26827
925	331230	26469
926	331585	26111
927	331961	25755
928	332317	25397
929	332671	25039
930	333023	24681
931	333377	24323
932	333738	23966
933	334094	23608
934	334454	23250
935	334807	22892
936	335171	22535
937	335522	22177
938	335879	21819
939	336236	21461
940	336594	21104
941	336948	20746
942	337299	20388
943	337659	20030
944	338015	19672
945	338366	19314
946	338720	18956
947	339073	18598
948	339431	18241
949	339786	17883
950	340139	17525
951	340495	17167
952	340848	16809
953	341201	16452
954	341560	16094
955	341913	15736
956	342269	15378
957	342623	15021
958	342974	14663
959	343329	14305
960	343689	13947
961	344044	13590
962	344401	13232
963	344773	12875
964	345126	12517
965	345480	12159
966	345834	11801
967	346191	11444
968	346552	11086
969	346906	10729
970	347261	10371
971	347611	10013
972	347968	9655
973	348321	9298
974	348674	8940
975	349029	8582
976	349383	8224
977	349740	7867
978	350102	7509
979	350459	7152
980	350824	6794
981	351180	6437
982	351540	6079
983	351900	5721
984	352257	5364
985	352612	5006
986	352966	4648
987	353328	4291
988	353679	3933
989	354034	3576
990	354391	3218
991	354744	2860
992	355100	2503
993	355457	2145
994	355818	1788
995	356174	1430
996	356526	1072
997	356893	715
998	357246	357
999	357602	0
